avg_rate,geek_rate,id,num_votes,title
N/A,N/A,16381,N/A,Mighty Morphin Power Rangers Audio Game
5.50,N/A,16382,1,Zankobst
6.71,N/A,16383,27,Bauwerk
5.00,N/A,16384,1,Mighty Morphin Power Rangers War of the Zords
4.00,N/A,16386,1,Reise durch die Schweiz
6.00,N/A,16388,3,The Stars Our Decimation: Voidstriker
6.25,N/A,16389,29,Undercut
N/A,N/A,16391,N/A,Dodl Schach
4.38,N/A,16393,6,Star Wars Electronic Battle Command Game
6.87,N/A,16394,19,ATS Briefing Issue 1
6.65,N/A,16396,10,Stock Rush! A Week on Wall Street
5.00,N/A,16397,3,Casdon Football
N/A,N/A,16399,N/A,Mighty Mouse Game
N/A,N/A,16400,N/A,Hunting In The Wilds
N/A,N/A,16401,N/A,Roll-A-Goal
N/A,N/A,16402,N/A,Hawkeye and the Last of the Mohicans
N/A,N/A,16404,N/A,Milk & Cookies
6.00,N/A,16405,1,Stockbroker
N/A,N/A,16406,N/A,Jungle Shooting
4.00,N/A,16407,1,Duco
4.00,N/A,16408,2,Räuberjagd
5.00,N/A,16409,2,Tipi
4.00,N/A,16410,1,Weltraumtouristen
N/A,N/A,16411,N/A,Millionaire
6.00,N/A,16412,3,Milton
N/A,N/A,16413,N/A,ArtDeck
N/A,N/A,16414,N/A,Drhombix
5.50,N/A,16416,2,Napoleonique
5.62,N/A,16417,13,Alphabet Race
4.67,N/A,16418,3,Axe & Arrow
N/A,N/A,16419,N/A,The Enchanting Village
6.86,N/A,16420,24,Catch Phrase Junior
6.00,N/A,16421,2,The Miss America Pageant
N/A,N/A,16422,N/A,August der Augenfalter
4.00,N/A,16423,3,Monsters Inc. Scream Catcher
3.50,N/A,16424,2,Enterpriser
7.25,N/A,16425,2,Battle of Britain
3.95,N/A,16426,2,Catholic Family Bible Game
N/A,N/A,16427,N/A,Mouseketeer Game
3.72,N/A,16428,18,Mr. Bucket
N/A,N/A,16429,N/A,Mr. Potato Head Find Me
N/A,N/A,16430,N/A,Space Pirate Captain Harlock
N/A,N/A,16431,N/A,Mr. Ribbit's Pond
5.00,N/A,16433,1,Wer sagt's denn?
3.62,N/A,16434,8,Timon
N/A,N/A,16436,N/A,Passing Time
4.93,N/A,16437,14,Falklands or Malvinas
5.05,N/A,16438,2,The Littles Pop-up and Play Game
6.67,N/A,16441,6,Mr. T Card Game
4.75,N/A,16442,22,Bringing Down the House
N/A,N/A,16445,N/A,Positive Negative
5.00,N/A,16446,2,Mobile Suit Gundam
6.75,N/A,16447,2,Aircraft Carrier
5.73,N/A,16448,11,Micro Medieval
5.39,N/A,16449,19,Rook Plus: The Wild Bird Game
7.38,N/A,16450,29,Epées de France
6.33,N/A,16451,3,The Emerald Tablet
3.00,N/A,16452,1,Im Reich der Lotosblumen
6.50,N/A,16453,2,The Game of Big Rig 18 Wheeler
5.67,N/A,16454,3,Battle of Santa Cruz
7.57,N/A,16457,29,Dürrenstein & Schöngraben 1805
6.00,N/A,16459,5,Stalk-1
3.00,N/A,16460,7,Olympia
3.65,N/A,16462,5,New Kids On The Block Game
N/A,N/A,16463,N/A,Sesame Street Number Puzzles Game
N/A,N/A,16467,N/A,18IB
N/A,N/A,16468,N/A,"Bulls, Bears N' Bellies: Commodity Futures Trading Game"
5.00,N/A,16469,1,Predict-a-Ball
7.00,N/A,16470,1,Mobile Suit Gundam ZZ: Core 3
6.80,N/A,16472,5,Gulf Wars
6.00,N/A,16473,1,DX Demoniac Tarot
5.80,N/A,16474,25,"Geißlein, versteck dich!"
5.73,N/A,16475,15,Stein auf Stein
N/A,N/A,16476,N/A,Hang Glider
N/A,N/A,16477,N/A,There Oughta Be a Law
5.00,N/A,16478,1,Ark
2.00,N/A,16479,2,The Bible Stories Game
3.16,N/A,16480,8,Pooh Honey Pot Hunt Game
N/A,N/A,16481,N/A,Sculptionary
6.50,N/A,16482,1,Elephants and Bamboo
N/A,N/A,16483,N/A,Breath of Faith
N/A,N/A,16484,N/A,Plains of Khuzestan
N/A,N/A,16485,N/A,Locust
6.00,N/A,16486,1,Valley of Death
4.50,N/A,16487,2,Operation Urgent Fury
5.00,N/A,16488,1,"Drive to the Danube, 1945"
N/A,N/A,16489,N/A,Strike For the Suez
1.00,N/A,16490,2,Porn Masters: The Board Game
4.00,N/A,16491,2,Action Baseball
7.50,N/A,16492,2,Homonopolis
3.00,N/A,16493,1,"Sesame Street, Off & Running"
7.01,6.078,16494,610,Alhambra: The Thief's Turn
6.86,N/A,16502,11,Clash of Empires
4.50,N/A,16503,2,Civil War Pigs
4.00,N/A,16504,1,Trau Dich
7.16,N/A,16507,16,Renegade Legion: Interceptor – The Golden Medusas
6.90,N/A,16509,10,Renegade Legion: Interceptor – The Fire Eagles
7.44,N/A,16510,24,Renegade Legion: Interceptor – TOG Fighter Briefing
7.30,N/A,16511,22,Renegade Legion: Interceptor – Renegade Fighter Briefing
6.86,N/A,16512,11,4 X 4
5.80,N/A,16513,5,Chronicles of the Three Kingdoms
5.00,N/A,16514,1,Scooby-doo! Monster Chase
4.50,N/A,16515,2,Mike Mulligan and His Steam Shovel Opposites Game
5.00,N/A,16516,1,Operation Dovecoat
N/A,N/A,16517,N/A,The Berenstain Bears: Join the Team
4.67,N/A,16518,3,Orbit
N/A,N/A,16519,N/A,Energie 21
4.20,N/A,16520,5,Dragon's Lair
4.00,N/A,16521,2,MASH Game
6.50,N/A,16522,2,Battle of the Planets
4.50,N/A,16523,4,Flash Gordon
5.00,N/A,16524,1,Grease
N/A,N/A,16525,N/A,G.I. Joe Marine Paratroop Game
4.33,N/A,16526,3,I Spy
N/A,N/A,16527,N/A,Ali Baba and the Forty Thieves
N/A,N/A,16528,N/A,Leave It To Beaver Money Maker Game
N/A,N/A,16531,N/A,Escapades
N/A,N/A,16532,N/A,Girls' Nite Out: The Party Game for Women
6.79,N/A,16533,7,Ætherverse
5.72,N/A,16534,13,Grolsch Master Game
6.00,N/A,16536,2,Party for Pooh!
7.66,N/A,16537,12,The Blue Max
5.64,N/A,16539,11,Word Wheel
5.00,N/A,16541,2,Gung Ho
4.00,N/A,16542,1,Checards
4.47,N/A,16543,4,Business
N/A,N/A,16544,N/A,Jack Sprat
4.00,N/A,16546,7,Save Your Planet
N/A,N/A,16547,N/A,Climb the Needle
6.54,N/A,16548,7,The Mission
6.67,N/A,16549,3,Peanut Panic
4.62,N/A,16550,8,Penguin Shuffle
1.00,N/A,16551,2,Judah the Christian Soldier Game
3.50,N/A,16553,2,The Book Game for Kids
5.55,N/A,16555,10,U.S.A. Trivia
N/A,N/A,16556,N/A,Penny Candy
2.50,N/A,16557,2,Peter Pan Game
4.33,N/A,16558,3,The Peter Rabbit Game
5.88,N/A,16559,8,"Poland, 1939: The First Battle"
N/A,N/A,16560,N/A,Cryptic Mandala
N/A,N/A,16561,N/A,Sesame Street Picture Hunt
4.75,N/A,16562,18,Pie Face
5.90,N/A,16563,5,Pirates of the Caribbean
N/A,N/A,16564,N/A,Poor Jenny
5.42,N/A,16565,6,Hoppit!
7.43,N/A,16566,7,Insider Trading
3.95,N/A,16567,22,Can You Beat Ken?
5.00,N/A,16568,1,Pillage
N/A,N/A,16569,N/A,Triton II
7.67,N/A,16570,3,Golferino
N/A,N/A,16571,N/A,Sovereign
5.50,N/A,16572,2,Street Violence
5.25,N/A,16573,6,Murder à la carte: Murder on the Grill
3.50,N/A,16574,2,Mut zur Mücke
5.44,N/A,16575,8,Pocahontas Canoe Race Game
4.00,N/A,16576,1,Pocahontas Picture Hunt
6.73,N/A,16577,3,Red-Handed
5.80,N/A,16578,2,Mark Breslin's Yuk Yuk's Comedy Game
5.00,N/A,16579,1,Crusher Joe: Roleplay Game in CrusherJoe
3.00,N/A,16581,1,Alton Metropoly
3.00,N/A,16582,1,Affton Opoly
1.50,N/A,16583,4,Beat the Traffic Warden
6.30,N/A,16584,15,Great Lakes Cargo
N/A,N/A,16586,N/A,Empire
4.50,N/A,16587,2,I Spy Rhyme-A-Thon
6.00,N/A,16588,2,Pokémon Silph Co.
7.00,N/A,16589,2,Pokémon Tower
7.25,N/A,16590,6,Pokémon S.S. Anne Game
7.10,N/A,16591,10,Victory By Any Means Source: Wars of the Kuissians and Boltians
N/A,N/A,16592,N/A,Neighborhood Hike
N/A,N/A,16593,N/A,Cosmic Critters:  Consonant Blends
N/A,N/A,16594,N/A,Mapping the Town
8.23,5.777,16595,105,ASL Journal #2
6.90,N/A,16596,12,Jetan
7.73,N/A,16597,11,Fantasy Warriors Companion
N/A,N/A,16598,N/A,The Time-Life Library of Curious & Unusual Facts
6.19,N/A,16599,8,Pharsalus
6.09,N/A,16600,10,Robert the Bruce
5.67,N/A,16601,3,Star Trek: The Invasion of Klingon Empire
6.00,N/A,16603,8,Indian Ocean Adventure
5.75,N/A,16604,4,One Tub Bilge
6.50,N/A,16605,2,The Way of the Warrior
N/A,N/A,16606,N/A,Spinette
6.67,N/A,16607,3,El Paso
6.54,N/A,16608,24,Jewels in the Attic
3.33,N/A,16609,3,Scaventure
5.00,N/A,16610,1,Scaventure Kids
3.67,N/A,16611,3,Telly Addicts
4.79,N/A,16612,21,Viersprong
N/A,N/A,16613,N/A,A Question of Pop
4.00,N/A,16614,5,A Question of Sport
5.67,N/A,16615,3,Questillo
7.33,N/A,16616,3,The Battle of Brandywine
3.00,N/A,16618,1,Centipede: A Cardcade Game
3.78,N/A,16619,13,War Stories
7.68,6.186,16621,461,Heroscape Expansion Set: Jandar's Oath
6.25,N/A,16624,2,The Battle for the Philippines: Bataan
5.60,N/A,16625,5,Bio One
7.33,N/A,16626,3,Evangelion CCG
4.00,N/A,16627,2,The Royle Family
6.00,N/A,16628,2,"The Royles ""My Arse"" Game"
6.00,N/A,16629,4,Ript
4.40,N/A,16630,5,Dr. Futsch
5.28,N/A,16631,9,Global Pursuit
5.28,N/A,16632,23,GOPS
2.80,N/A,16633,5,Spider-Man Vs. Doc Ock
N/A,N/A,16634,N/A,Cyberpunk Episode I: The Battle For Cyber-dump
6.43,N/A,16635,7,Test Match (second edition)
6.19,N/A,16636,8,Only Fools and Horses
N/A,N/A,16637,N/A,Sypil
6.00,N/A,16638,2,La Forteresse
N/A,N/A,16639,N/A,Le Dé En Folie
6.00,N/A,16640,6,Monster Squash
N/A,N/A,16642,N/A,Big Breakfast Vital Statistics
5.00,N/A,16644,12,On the Buses
6.63,5.578,16645,72,"Car Wars Supplement, The AADA Vehicle Guide"
7.61,N/A,16647,9,Form Line of Battle
7.00,N/A,16648,2,O Jogo Legal
6.30,N/A,16650,22,Security Station
5.83,N/A,16651,18,Master of the Amulets
N/A,N/A,16652,N/A,Game of Catch
N/A,N/A,16653,N/A,Know Canada's Heroes
3.20,N/A,16654,5,Oh! Canada
N/A,N/A,16655,N/A,Quick Draw McGraw Card Game
4.00,N/A,16656,1,Quick Draw McGraw Board Game
N/A,N/A,16657,N/A,Game of Rebellion
6.00,N/A,16658,1,Star Hooks
6.60,N/A,16659,1,Teed Off
4.60,N/A,16660,1,Archieball
5.00,N/A,16661,1,Trade Wars
6.50,N/A,16662,2,Great Divide
4.50,N/A,16663,2,Dora the Explorer Scavenger Hunt Game
4.50,N/A,16664,6,Read'em
6.00,N/A,16665,4,Seejeh
6.03,5.518,16667,31,Treasure of the Silver Dragon
5.70,N/A,16668,26,Treasure of Unicorn Gold
5.00,N/A,16669,3,Lotto: The Friendly Farm
N/A,N/A,16670,N/A,"Sir Hinkle Funny-Duster, the Comical Game"
N/A,N/A,16671,N/A,Munsters Drag Race Game
6.17,N/A,16672,6,Gear Krieg: African Theater
6.90,N/A,16673,24,"Over the Top, Command Decision Series Game"
6.00,N/A,16675,1,The Full Monty
4.42,N/A,16676,6,Ad-Mad
8.00,N/A,16677,1,Top Gear Motorsport
5.77,N/A,16678,11,Micro Fleet: World War I
3.33,N/A,16679,3,Pirater & Skatter
5.56,N/A,16680,9,À la carte
4.00,N/A,16681,2,Fame Game
6.43,N/A,16682,7,Magnus Magnusson the Quizmaster
N/A,N/A,16683,N/A,Sign It!
6.00,N/A,16684,3,I Giochi del 2000: Posto di Combattimento
5.29,N/A,16685,7,Solomon's Treasure
N/A,N/A,16686,N/A,Quick Draw McGraw Private Eye Game
4.75,N/A,16687,4,Spider-Man 2 Make a Match Game
2.50,N/A,16690,2,Diabological
4.90,N/A,16691,10,The Addams Family: Find Uncle Fester! Card Game
N/A,N/A,16692,N/A,Strategy Rummy
7.62,6.419,16694,753,Heroscape Expansion Set: Orm's Return 
6.20,N/A,16695,5,Griddly Headz: Hockey Game
N/A,N/A,16696,N/A,Always Play Fair!
5.67,N/A,16697,3,Kiss My Rules!
6.33,N/A,16698,6,Iron Cow 2103AD
5.61,N/A,16700,23,Take a Gamble
N/A,N/A,16701,N/A,Birthday Gamesake
N/A,N/A,16702,N/A,Christmas Gamesake
3.33,N/A,16703,6,Trick Track Troll
6.00,N/A,16704,1,AirWar: 1918
7.00,N/A,16705,13,AirWar: C21 Lite
7.00,N/A,16706,3,Firewall 2136AD
N/A,N/A,16707,N/A,Futbowel
5.33,N/A,16708,3,Gangland
7.67,N/A,16709,3,Hellfire
N/A,N/A,16710,N/A,Panzerfäuste
6.00,N/A,16711,1,Ranke & Vyle
7.00,N/A,16712,2,Scudbusters II: Return to Iraq
N/A,N/A,16713,N/A,Strange Grogge
8.00,N/A,16714,1,Strange Tydes
6.40,N/A,16715,5,Voyages Extraordinaires
N/A,N/A,16716,N/A,Squadron Commander 3600
5.40,N/A,16717,5,Ancient Board Games
6.85,N/A,16718,18,Fuzzy Heroes
5.43,N/A,16721,7,Star Hop: Game of the Cosmos
N/A,N/A,16724,N/A,The Tequila Game
1.00,N/A,16725,1,The Vodka Party Game
4.92,N/A,16726,19,The Beer Game
6.50,N/A,16729,8,A Night at the Dogs
5.00,N/A,16730,1,Derby Dog Race Game
N/A,N/A,16731,N/A,Movie Mystery: Raiders of the Tomb of Death
6.00,N/A,16732,1,Movie Mystery: Never Die Forever Again
N/A,N/A,16733,N/A,Movie Mystery: The Sinking of the S.S Titania
N/A,N/A,16734,N/A,Movie Mystery: The Blood of Dracenstein's Castle
6.41,N/A,16735,10,Hide 'n' Thief
5.50,N/A,16736,1,The Grid
6.50,N/A,16737,9,Union Pacific
N/A,N/A,16738,N/A,Engineer
N/A,N/A,16739,N/A,Space Bug
7.00,N/A,16740,6,Grand Fleets
6.29,N/A,16741,23,System 7 Napoleonics
3.83,N/A,16742,3,The Interstate Haul Trucking Game
5.00,N/A,16743,1,The Sovereign Stars
6.50,N/A,16744,8,Battalions In Crisis!
7.67,N/A,16745,3,Defiance
1.67,N/A,16750,3,Busy Bodies
3.86,N/A,16751,7,Sleigh Wars
6.31,N/A,16753,10,Operation: Veritable
6.00,N/A,16754,1,The Maple Leaf Forever
8.00,N/A,16755,1,Target: Damascus
6.75,N/A,16756,4,Trampling Out the Vintage
4.75,N/A,16757,4,Blitz Commander
5.60,N/A,16758,1,Harvest the Wind
N/A,N/A,16759,N/A,Leetown and Elkhorn Tavern
4.02,N/A,16761,5,Search Diver
6.12,N/A,16762,8,Warp Skirmish
5.50,N/A,16763,2,Champion of the West
2.00,N/A,16764,2,Get the Picture
N/A,N/A,16766,N/A,Strange Behavior
6.00,N/A,16767,5,Frantic Frogs
N/A,N/A,16768,N/A,Finanzmanager
4.50,N/A,16769,2,Graskönig
3.00,N/A,16773,1,Shifty Checkers
N/A,N/A,16774,N/A,Sharbriggan
5.62,N/A,16775,17,Super Add-ons: Monopoly
7.57,N/A,16776,14,Folgore
5.67,N/A,16778,6,Magneton
3.62,N/A,16779,8,Steel and Crystal
5.18,N/A,16780,12,Way of the Warrior
5.47,N/A,16782,15,"""In Pursuit of Par"" Par 72 Edition"
5.00,N/A,16783,7,Magnetic Poetry The Game
N/A,N/A,16785,N/A,Count N Slide
5.00,N/A,16787,1,Barbie Fun Fashions Memory Game
N/A,N/A,16788,N/A,Der kleine Schlaumeier
5.00,N/A,16789,1,Legepladsen
5.80,N/A,16790,5,Best Sellers
4.00,N/A,16791,1,Hugo: The Game
8.00,N/A,16794,1,Lo-Xio
5.75,N/A,16795,18,Shaman King Trading Card Game
6.20,N/A,16796,5,Spinnaker
N/A,N/A,16797,N/A,Coloroulette
4.60,N/A,16798,5,QUMERO
5.08,N/A,16799,6,Action Attraction
4.27,N/A,16800,7,Gawp
5.33,N/A,16801,3,Triune
N/A,N/A,16803,N/A,Rebus
N/A,N/A,16806,N/A,Galient Panzer Blade
3.88,N/A,16808,4,Tug of Words
5.24,N/A,16809,24,Suds
5.83,N/A,16810,3,Caesar
5.20,N/A,16811,5,NWS: Nights of Fury – Guadalcanal Naval Battles
8.04,N/A,16812,8,Future Warriors: Kill Zone
5.19,N/A,16813,8,Operation: Aliens
6.86,N/A,16814,7,VBAM Source: Empire Rising
N/A,N/A,16816,N/A,Travel  with Woody Woodpecker
N/A,N/A,16817,N/A,One-on-One Hoops
7.00,N/A,16818,3,A Fist Full of Throttle
N/A,N/A,16819,N/A,Windsurfin game
3.67,N/A,16820,3,Where's Waldo? Waldo Watcher Card Game
4.00,N/A,16821,2,The Great Victorian Cycle Race
4.00,N/A,16823,1,Goren's Cutthroat Bridge for Three
3.00,N/A,16824,1,U.S.A. Bicentennial Game
5.00,N/A,16825,1,The Game is Nirtz
6.12,N/A,16826,29,Barbarossa Solitaire
5.72,N/A,16827,9,Turn The Terrible Tank
N/A,N/A,16828,N/A,O. - M. Radtourspiel
7.32,N/A,16829,24,"La Bataille de l'Ebre, 1938"
4.78,N/A,16831,10,Round the Rails Game
6.75,N/A,16832,5,Carrier War: the War in the Pacific 1941-1945 – 1944-1946 Expansion Kit
6.00,N/A,16833,3,My First Brain Quest Preschool Animal Matching
4.67,N/A,16834,3,KISS on Tour Game
5.00,N/A,16835,1,The Great Ontario Trivia Challenge
N/A,N/A,16836,N/A,Animal Trap
6.20,N/A,16837,5,Stalingrad
5.00,N/A,16838,1,Operation October Typhoon
3.00,N/A,16839,1,Helicopter Race Game
1.50,N/A,16840,2,Scarney 3000
N/A,N/A,16841,N/A,Murder Mystery Party: Murder at Tall Oaks
5.50,N/A,16842,2,Fast Word
6.00,N/A,16843,2,Groucho's You Bet Your Life
6.75,N/A,16844,2,Gators!
3.50,N/A,16845,2,Airborne!
7.50,N/A,16847,1,Gators!: The New OPFOR
N/A,N/A,16848,N/A,S.A.B.O.T.
5.00,N/A,16849,1,Mythfire
N/A,N/A,16850,N/A,Sark
N/A,N/A,16851,N/A,Orbital Battle
4.67,N/A,16852,3,Battleland Fantasy Miniature Gaming
4.83,N/A,16853,3,Sea Lion
N/A,N/A,16854,N/A,Corporate
6.20,N/A,16855,10,Power Monkeys
3.67,N/A,16856,6,Emlyn Hughes' Team Tactix
6.50,N/A,16857,2,Verflixt und ausgebüxt
2.00,N/A,16859,1,Intimate
N/A,N/A,16861,N/A,Rotundo
N/A,N/A,16863,N/A,Pike City Arena
5.00,N/A,16864,1,Dash Hounds Game
7.00,N/A,16865,9,"Those Ragged Bloody Heroes. The Australian 7th Division at Gona: November 29-December 10, 1942"
6.75,N/A,16866,4,Klin Zha
N/A,N/A,16867,N/A,Axis Threat
1.00,N/A,16868,1,Bodycount in Laos
4.33,N/A,16869,3,Pocket Trivia: Gen-X 80s & 90s
4.75,N/A,16870,8,Das Prestel Säulenspiel
5.83,N/A,16871,3,Alquimix
5.33,N/A,16872,3,It's a Small World Game
7.25,N/A,16874,19,Vince Lombardi's Game
N/A,N/A,16876,N/A,First Down!
N/A,N/A,16877,N/A,Traffic Patrol
N/A,N/A,16878,N/A,18 Wheel'n
N/A,N/A,16879,N/A,Battlefield Command
N/A,N/A,16880,N/A,Escape From Pirate Island
N/A,N/A,16881,N/A,Pacific Fleet Command
N/A,N/A,16882,N/A,Convoy Defender
N/A,N/A,16883,N/A,Adventures of Sir Lancelot
5.30,N/A,16884,2,Baseball Action
N/A,N/A,16885,N/A,Big Time Baseball
5.00,N/A,16886,2,Baseball's Greatest Moments
3.00,N/A,16887,1,Capital Hill
N/A,N/A,16888,N/A,Coloption
N/A,N/A,16889,N/A,Conservation
4.33,N/A,16890,3,Containment
N/A,N/A,16891,N/A,Corvette
1.00,N/A,16892,1,Counter All Terrorists!
4.00,N/A,16893,1,Decisions
4.50,N/A,16894,2,Eccentric
N/A,N/A,16895,N/A,FutureStories
4.50,N/A,16896,2,Gambit
N/A,N/A,16897,N/A,Game of Love
5.00,N/A,16898,1,Hat In The Ring
3.94,N/A,16899,8,Is the Pope Catholic!?!
6.53,N/A,16900,12,Longball
2.00,N/A,16901,1,Lyle's Baseball Game
5.50,N/A,16902,1,Megacorp
5.25,N/A,16903,2,Merit: The Catholic Game
6.00,N/A,16904,3,Offshore Oil Strike
5.15,N/A,16906,13,Auction
N/A,N/A,16907,N/A,Pol-A-Tics
6.00,N/A,16908,1,Politics As Usual
3.00,N/A,16909,1,Praise the Loot???
6.00,N/A,16910,1,Presidential Fever
3.50,N/A,16911,2,Profit & Loss
N/A,N/A,16912,N/A,Pure Greed
N/A,N/A,16913,N/A,Running For President
N/A,N/A,16915,N/A,Slick Willie
N/A,N/A,16916,N/A,The Big Board
4.00,N/A,16917,1,The Big Campaign
5.25,N/A,16919,4,The Mileage Game
1.00,N/A,16920,1,The Narc Game
N/A,N/A,16921,N/A,Traffic Jam
5.00,N/A,16922,2,Gekitsui oh
5.36,N/A,16923,11,Romance of the Three Kingdoms
8.00,N/A,16924,1,Helios
N/A,N/A,16925,N/A,Sailboat Race Game
3.20,N/A,16926,5,Super Plug
7.98,N/A,16927,11,Taiheiki
5.00,N/A,16929,1,View-Master Grand Prix
4.90,N/A,16930,5,Små kloka barn på piratäventyr
N/A,N/A,16931,N/A,Hydra!: The Ultimate Starcruiser?
N/A,N/A,16932,N/A,Starcross
N/A,N/A,16934,N/A,Captain Kidd's Treasure
4.38,N/A,16935,4,Små kloka upptäcker rymden
5.67,N/A,16936,6,Napoleon at Chattanooga
4.67,N/A,16937,9,Basic Training
5.42,N/A,16938,5,Googolplex
5.15,N/A,16939,14,Torpedo Game
6.00,N/A,16941,2,Gundam Zeta A.E.U.G.
2.20,N/A,16943,1,Pokémon Battle Disc Competition
5.88,N/A,16944,12,Muggins!
5.50,N/A,16945,6,Knock-Out
2.67,N/A,16946,3,Super 12
5.50,N/A,16947,9,Monkey Trouble
3.50,N/A,16948,2,Glücks-Käfer-Baum
5.97,N/A,16949,3,Matchbox Traffic Game
6.33,N/A,16950,3,Tokugawa Ieyasu
4.60,N/A,16951,5,Genpei War: Rise and Fall
5.50,N/A,16952,2,The Big Match Football Game
6.00,N/A,16953,2,BrickMech
6.00,N/A,16954,1,Lucky Town
4.50,N/A,16955,2,Orient Expedition
5.00,N/A,16956,3,The Sweeney
8.00,N/A,16957,24,Kriegsspiel
N/A,N/A,16958,N/A,The Nags Head Board Game (Only Fools and Horses)
5.17,N/A,16959,6,Angelina Ballerina's Dancing Game
2.50,N/A,16960,2,Angelina's Dress-Up Card Game
4.83,N/A,16961,9,Maisy Game
4.67,N/A,16962,3,Bouncin' Bunnies
5.00,N/A,16963,1,Bug Bingo
3.67,N/A,16964,3,Sight Words Bingo
6.50,N/A,16965,2,"1, 2, 3 Treasures in the Sea"
6.12,N/A,16966,4,Cammy
4.83,N/A,16967,3,Il Corsaro Nero
7.00,N/A,16969,1,Hunch
6.03,N/A,16970,27,Fanhunter Batallitas
6.79,N/A,16971,15,Fanhunter: Suburbia Expansion
4.21,N/A,16973,21,Genial daneben: Das Spiel
3.00,N/A,16974,4,"Schnappi, das kleine Krokodil"
5.51,N/A,16975,28,Teen Titans Collectible Card Game
5.20,N/A,16976,11,Knights of the Zodiac Collectible Card Game
4.10,N/A,16977,5,Codename: Kids Next Door Trading Card Game
6.50,N/A,16978,2,Combino
4.75,N/A,16979,4,DampfHammerHart
7.40,N/A,16981,1,The Lion and the White Witch
5.50,N/A,16982,2,Fun House
5.60,N/A,16983,5,Mission Impossible
6.65,N/A,16984,10,Gunfight at OK Corral
5.67,N/A,16988,3,Don't Bug Me
4.50,N/A,16989,2,Chilkat: The Indian Warrior Game
4.29,N/A,16990,26,Blue's Clues Game
4.21,N/A,16993,7,Wisselslag
5.80,N/A,16994,5,UFO Hunter
5.50,N/A,16995,4,La Grande Corsa
7.40,N/A,16996,5,Oda Nobunaga
6.75,N/A,16997,6,Legend of the Galactic Heroes
6.33,N/A,16998,3,Takeda Kiba Gundan Cavalry Corps of Takeda Clan
6.00,N/A,16999,5,Space Race
N/A,N/A,17000,N/A,The Highest Ground
4.33,N/A,17001,3,Battle Command
2.83,N/A,17002,3,The Houndcats Game
5.92,N/A,17004,13,Table Croquet
5.15,N/A,17005,27,Bonaparte
6.06,N/A,17006,16,Arcanor
5.67,N/A,17007,3,Fairway
5.30,N/A,17009,5,Schmear!
5.50,N/A,17010,6,Midway
6.25,N/A,17011,6,From Golan to Sinai. The Arab-Israeli Wars 1956-1973
5.00,N/A,17012,2,Imagination Station
4.00,N/A,17013,4,At Whit's End
4.00,N/A,17014,2,1869: The Golden Spike
N/A,N/A,17015,N/A,The Original Intersection
3.80,N/A,17016,5,Hunny Pot  Picnic
N/A,N/A,17017,N/A,Golferholics
7.50,N/A,17018,2,Threading Caterpillar
6.00,N/A,17019,1,Classic Warfare
5.80,N/A,17021,28,Dinosaur Dice
N/A,N/A,17023,N/A,Spell-a-Word
4.40,N/A,17028,5,Spacelab
5.75,N/A,17029,4,Der ehrliche Charly
5.40,N/A,17031,10,Capharnaüm
7.00,N/A,17032,4,Bonnie Blue
6.50,N/A,17033,2,Bonnie Blue och Indianerna
2.00,N/A,17034,1,Counterterrorist
3.00,N/A,17035,1,Attrition
5.50,N/A,17036,1,The Picture This Game
6.42,N/A,17037,24,100 Strategic Games for Pen and Paper
6.92,N/A,17038,6,Blazing Jets
7.80,N/A,17039,5,Ship of the Line
5.00,N/A,17040,5,Zauberlehrling
N/A,N/A,17042,N/A,Rufus
4.45,N/A,17044,21,Riombo
4.25,N/A,17045,4,SomeBody
N/A,N/A,17046,N/A,OMASHI
6.00,N/A,17047,1,5 Score
5.50,N/A,17048,4,Rail Race
3.50,N/A,17049,4,Chauvinist Pig
6.22,N/A,17050,4,Stumblebum
4.50,N/A,17051,2,Myths and Legends
N/A,N/A,17052,N/A,Clash of the War Galleys
6.00,N/A,17055,1,Rangers!
4.50,N/A,17056,6,Jungle
3.36,N/A,17058,7,Uri Geller's Strike!
4.50,N/A,17059,4,Space Rummy
5.22,N/A,17060,9,Eierlei
4.75,N/A,17061,8,Combat Commander 1973-1983
N/A,N/A,17063,N/A,Nick Game
2.00,N/A,17064,2,StarMarines
5.00,N/A,17065,1,Hack & Sack New Jersey
6.32,N/A,17066,14,Fairy Meat: Clockwork Stomp
6.67,N/A,17067,9,Fairy Meat: Sugar and Vice
6.00,N/A,17068,1,Dogfaces in Space
4.00,N/A,17069,1,Can You Make It as a Backpacker?
6.37,N/A,17070,13,Eye to Eye Junior
2.25,N/A,17072,4,Moola Money
7.35,N/A,17073,28,Watten
3.00,N/A,17074,1,Bacchus
N/A,N/A,17076,N/A,Dead Slug
N/A,N/A,17077,N/A,Risky Mgax
4.33,N/A,17078,3,Stops: American Edition
4.50,N/A,17079,2,Stops: North American Edition
N/A,N/A,17080,N/A,Colledge
7.13,N/A,17081,26,Tracer 2
N/A,N/A,17082,N/A,Steam  and Steel: Expansion Set 1
3.80,N/A,17083,2,Get Sparta
N/A,N/A,17084,N/A,EasyStar
N/A,N/A,17085,N/A,S.L.O.B.S. III
N/A,N/A,17086,N/A,Gunfir(E)
7.33,N/A,17087,6,EasyShips
6.20,N/A,17088,15,Might of Arms
6.65,N/A,17089,17,Flashpoint!
4.00,N/A,17090,1,Ax Your Tax
