avg_rate,geek_rate,id,num_votes,title
6.96,6.690,39953,5268,A Game of Thrones: The Card Game
7.17,6.690,230,2421,Merchant of Venus
7.19,6.688,171233,2461,The Big Book of Madness
7.08,6.688,30381,2800,Hamburgum
7.48,6.688,30618,1382,Eat Poop You Cat
7.39,6.687,154458,1620,Akrotiri
7.38,6.686,1608,1813,Ambush!
6.90,6.685,44163,5249,Power Grid: Factory Manager
7.03,6.683,132372,3226,Guildhall
7.03,6.683,157526,3440,Viceroy
6.82,6.682,91536,11446,Quarriors!
7.00,6.681,121297,3526,Fleet
7.02,6.680,152162,3320,Diamonds
7.19,6.678,91873,2100,Strasbourg
7.01,6.677,221,4297,Ikusa
6.97,6.676,19100,3724,Hacienda
7.61,6.674,170416,1374,Vast: The Crystal Caverns
7.58,6.673,91080,1262,Andean Abyss
6.97,6.672,1382,4146,Winner's Circle
6.90,6.672,21523,7113,Runebound (Second Edition)
7.71,6.672,177590,1071,13 Days: The Cuban Missile Crisis
7.40,6.671,164265,1530,Witness
7.68,6.671,833,1147,For the People
7.79,6.670,37836,1034,Julius Caesar
6.88,6.669,25821,7119,The Werewolves of Miller's Hollow
7.51,6.669,159473,1420,Quartermaster General
7.88,6.668,15126,949,Advanced Squad Leader: Starter Kit #2
7.20,6.667,130176,2140,Tales & Games: The Hare & the Tortoise
6.91,6.666,8989,4566,Hansa
7.22,6.664,183880,2070,Risk: Star Wars Edition
8.02,6.664,127518,838,A Distant Plain
7.04,6.663,855,2979,Java
7.62,6.662,157001,1130,Trains: Rising Sun
7.65,6.662,53093,1255,Heroes of Normandie
6.78,6.659,823,11870,Lord of the Rings
6.76,6.657,143884,15625,Machi Koro
7.64,6.656,96007,1163,The New Era
7.36,6.656,200147,1642,Kanagawa
6.89,6.655,1465,5423,Wizard
6.95,6.655,25643,3748,Arkadia
7.09,6.654,153065,2553,Linko!
7.50,6.654,154086,1254,Gold West
7.08,6.654,1261,2575,Medina
6.94,6.653,18258,3671,Mission: Red Planet
7.30,6.652,75449,1658,Firenze
7.13,6.652,43022,2583,Yomi
6.91,6.651,131260,4393,Qwixx
7.25,6.651,60435,1938,Rallyman
8.17,6.649,123955,783,Thunderbolt Apache Leader
6.98,6.649,154246,3353,La Isla
7.11,6.649,95103,2708,Fortune and Glory: The Cliffhanger Game
7.55,6.649,170561,1304,Valeria: Card Kingdoms
7.94,6.647,11825,913,Empire of the Sun
6.93,6.643,56692,3813,Parade
7.01,6.642,174660,3152,New York 1901
6.89,6.642,17329,4534,Animal Upon Animal
6.85,6.642,24068,6317,Shadow Hunters
7.28,6.642,6830,1740,Zendo
7.12,6.641,527,2322,GIPF
6.93,6.641,140933,3918,Blueprints
6.99,6.638,35815,3885,A Touch of Evil: The Supernatural Game
6.85,6.637,40793,5178,Dice Town
6.79,6.635,13823,7193,Fairy Tale
7.00,6.634,125678,4055,DC Comics Deck-Building Game
6.77,6.633,278,11138,Catan Card Game
7.56,6.632,158435,1195,Dogs of War
7.20,6.630,120523,1846,Nothing Personal
6.99,6.630,119591,2966,Rialto
7.39,6.629,178336,1462,World's Fair 1893
7.20,6.629,37919,1877,Ascending Empires
7.99,6.628,20542,820,Advanced Squad Leader: Starter Kit #3
7.39,6.627,164338,1433,The Golden Ages
7.45,6.627,180680,1318,Automobiles
7.26,6.626,191231,1729,Via Nebula
7.35,6.625,144041,1528,Patchistory
6.90,6.624,1159,4135,Evo
7.03,6.623,12495,2596,Fire & Axe: A Viking Saga
7.44,6.623,47055,1365,High Frontier
7.18,6.621,147303,1968,Carcassonne: South Seas
7.08,6.619,105037,2312,Tournay
7.88,6.618,154825,843,Arkwright
6.80,6.616,105,6303,Colossal Arena
7.13,6.616,145639,2240,Coconuts
7.14,6.615,111124,2084,Dark Moon
7.70,6.615,109125,976,Wallenstein (second edition)
6.99,6.612,180593,2955,The Bloody Inn
7.35,6.611,181687,1462,The Pursuit of Happiness
7.99,6.610,196340,787,Yokohama
7.60,6.610,138649,1071,DC Comics Dice Masters: Justice League
6.85,6.609,12995,5237,Dungeon Twister
6.87,6.608,16395,4172,Blokus Duo
7.30,6.608,75165,1537,De Vulgari Eloquentia
6.83,6.606,42452,4798,Rattus
6.81,6.605,22141,5588,Cleopatra and the Society of Architects
7.37,6.605,156714,1677,Doomtown: Reloaded
6.91,6.604,102548,3966,Dungeon Fighter
7.09,6.604,154386,2164,Medieval Academy
7.08,6.603,66,2193,Löwenherz
7.56,6.601,207691,1090,Railroad Revolution
6.95,6.601,104347,3235,Santiago de Cuba
6.96,6.600,103,3574,Titan
6.99,6.600,29934,2637,Amyitis
6.95,6.599,902,3000,Meuterer
6.88,6.599,21441,3590,Mykerinos
7.36,6.598,123499,1407,City of Iron
6.79,6.598,137297,5761,Augustus
7.75,6.596,203993,933,Lorenzo il Magnifico
6.98,6.596,106,2902,Mystery Rummy: Jack the Ripper
7.46,6.595,185589,1216,Islebound
6.84,6.594,33604,4429,Say Anything
8.38,6.594,212445,669,Blood Bowl (2016 edition)
6.87,6.594,9203,4383,Wings of War: Famous Aces
7.09,6.593,175199,2052,Mottainai
7.14,6.592,159109,1991,XenoShyft: Onslaught
6.85,6.590,176229,4134,Tides of Time
6.93,6.590,15,3633,Cosmic Encounter
7.61,6.588,193042,1022,Junk Art
7.52,6.587,131014,1142,Carcassonne: Winter Edition
7.46,6.587,160902,1172,Dungeons & Dragons Dice Masters: Battle for Faerûn
6.91,6.587,10640,4602,Doom: The Boardgame
7.17,6.585,204027,1825,Cottage Garden
7.05,6.585,72991,2160,Asara
7.49,6.584,152470,1286,Fief: France 1429
7.35,6.584,35052,1688,Axis & Allies Anniversary Edition
6.75,6.584,10,6748,Elfenland
7.35,6.583,58936,1325,Wars of the Roses: Lancaster vs. York
7.18,6.583,152,1715,Mu & more
7.33,6.582,7480,1375,Sword of Rome
6.69,6.582,16992,15299,Tsuro
7.01,6.581,129051,2392,Le Havre: The Inland Port
7.08,6.580,134352,2258,Two Rooms and a Boom
7.99,6.579,173064,781,Leaving Earth
6.94,6.578,13780,2710,In the Shadow of the Emperor
7.47,6.577,122294,1206,Ascension: Immortal Heroes
7.02,6.577,354,2261,Sticheln
6.77,6.577,150312,5734,Welcome to the Dungeon
6.94,6.577,157809,2729,Nations: The Dice Game
7.47,6.577,176544,1156,Automania
6.86,6.577,2338,3831,Starship Catan
7.55,6.576,138431,1162,Galaxy Defenders
7.41,6.576,156091,1316,Sons of Anarchy: Men of Mayhem
6.94,6.575,492,2873,Aladdin's Dragons
7.02,6.574,13884,2319,The Scepter of Zavandor
7.63,6.572,158600,979,Hanamikoji
7.11,6.572,125548,2040,Pixel Tactics
7.67,6.572,165722,976,KLASK
7.67,6.571,169426,969,Roll Player
7.54,6.571,6205,1208,Europe Engulfed
7.04,6.570,39684,2105,Merkator
6.90,6.570,19999,2947,Aton
7.38,6.570,123607,1364,Puzzle Strike (Third Edition)
6.71,6.570,43443,10291,Castle Panic
7.08,6.569,117985,2228,Star Trek: Catan
6.87,6.569,878,3557,Wyatt Earp
7.15,6.568,22484,1734,Ingenious: Travel Edition
7.12,6.566,30658,1840,Rise of Empires
7.63,6.565,199478,1054,Flamme Rouge
6.88,6.565,1231,3302,Bausack
6.95,6.565,183840,2768,Oh My Goods!
7.03,6.561,34194,2258,Aquaretto
6.74,6.561,112,6331,Condottiere
7.05,6.561,55697,2046,Power Struggle
7.49,6.557,423,1051,1856
6.88,6.557,22038,3447,Warrior Knights
6.99,6.556,196,2464,Kremlin
6.86,6.554,24417,3188,Factory Fun
6.82,6.554,16496,4047,Roma
6.76,6.553,16986,5441,Ubongo
6.89,6.553,106662,2981,Power Grid: The First Sparks
7.00,6.553,92319,2203,Olympos
7.30,6.551,143405,1384,Sylvion
6.98,6.550,40270,2659,Call of Cthulhu: The Card Game
8.07,6.549,17405,632,1846: The Race for the Midwest
6.82,6.548,1897,4399,Starfarers of Catan
7.37,6.548,171879,1195,Kraftwagen
7.28,6.547,194879,1562,Not Alone
6.86,6.547,94362,3595,Rune Age
6.85,6.546,127024,3656,Room 25
7.92,6.546,67254,770,Warmachine Prime Mk II
6.75,6.545,9446,5012,Blue Moon
7.01,6.545,142992,2232,Gravwell: Escape from the 9th Dimension
6.74,6.544,63268,6050,Spot it!
6.71,6.544,826,6559,Cartagena
7.26,6.543,3072,1567,Necromunda
7.10,6.542,26,1948,Age of Renaissance
7.01,6.541,38862,2112,Giants
6.98,6.541,112138,2670,Krosmaster: Arena
6.88,6.540,101785,3001,D-Day Dice
6.83,6.539,6411,3433,Blokus 3D
6.77,6.537,220,4347,High Society
6.75,6.537,85256,5124,Timeline: Inventions
7.66,6.537,2081,952,The Civil War
7.03,6.537,3800,1950,Himalaya
7.25,6.536,166226,1347,The Staufer Dynasty
6.90,6.536,41916,2862,The Magic Labyrinth
7.50,6.536,26457,1024,Successors (third edition)
7.61,6.536,139771,1580,Star Trek: Attack Wing
6.74,6.535,15512,5060,Diamant
6.95,6.535,12761,2345,Ys
6.81,6.534,143986,3740,CV
6.64,6.534,9220,16587,Saboteur
7.54,6.533,61692,1243,Axis & Allies Europe 1940
6.96,6.533,1540,2856,BattleTech
6.66,6.532,19237,8757,Ca$h 'n Gun$
7.28,6.532,163413,1282,Murano
6.72,6.531,139030,6129,Mascarade
6.85,6.529,481,3073,Carolus Magnus
6.94,6.527,21550,2452,Blokus Trigon
6.93,6.527,73369,2477,51st State
7.59,6.527,129459,991,Duel of Ages II
6.82,6.526,681,3818,Quarto
7.73,6.525,113873,881,"The Hunters: German U-Boats at War, 1939-43"
6.90,6.522,38343,2580,Ad Astra
6.97,6.522,3284,2691,Star Wars: Epic Duels
7.21,6.522,148943,1458,Coup: Rebellion G54
6.93,6.522,142079,2434,Space Cadets: Dice Duel
7.22,6.520,203427,1379,Fabled Fruit
6.92,6.519,179572,2436,Dice City
7.81,6.518,195137,758,Catacombs (third edition)
7.48,6.518,142961,1018,Thunderstone Advance: Numenera
6.78,6.517,83195,3898,Ghost Blitz
6.70,6.517,1115,6983,Poker
7.66,6.514,19622,877,A Victory Lost
7.67,6.514,730,874,Breakout: Normandy
7.46,6.514,146221,1088,Forge War
7.50,6.513,1499,1164,World in Flames
6.97,6.513,41933,2204,Arctic Scavengers
8.38,6.513,184424,555,Mega Civilization
7.94,6.513,152765,677,Thunderstone Advance: Worlds Collide
6.71,6.513,5716,5123,Balloon Cup
6.89,6.512,57925,2512,Havana
7.72,6.511,160610,940,Thunderbirds
7.39,6.510,167270,1101,Medina (second edition)
7.24,6.510,147253,1355,The Ancient World
7.65,6.509,88827,901,Battle Cry: 150th Civil War Anniversary Edition
6.93,6.507,134453,2354,The Little Prince: Make Me a Planet
8.10,6.507,163154,618,Falling Sky: The Gallic Revolt Against Caesar
7.15,6.506,22,1713,Magic Realm
7.10,6.505,701,1702,A House Divided
7.21,6.505,1915,1558,Middle-Earth
7.48,6.504,181796,954,The Prodigals Club
6.66,6.504,2842,6765,TransAmerica
7.79,6.503,177802,802,Smash Up: It's Your Fault!
7.03,6.503,37387,1760,Steel Driver
7.37,6.502,176165,1174,Dale of Merchants
7.41,6.502,200077,1153,Mint Works
6.81,6.501,1403,3148,Turn the Tide
6.88,6.501,6351,2578,Gulo Gulo
7.18,6.500,134253,1480,Hostage Negotiator
6.83,6.499,115,3066,I'm the Boss!
7.16,6.499,38765,1409,Ground Floor
7.04,6.499,103092,1668,Helvetia
7.30,6.497,146418,1407,Warhammer: Diskwars
7.53,6.497,254,1068,Empires in Arms
7.08,6.496,37907,1569,Diamonds Club
7.01,6.495,103185,1783,Walnut Grove
6.88,6.494,24827,2358,Traders of Osaka
6.84,6.493,113401,2822,Timeline: Historical Events
6.92,6.493,24773,2151,On the Underground
6.83,6.492,42487,2781,Lost Cities: The Board Game
6.95,6.492,90040,1985,Pergamon
7.08,6.491,2122,1965,Vampire: The Eternal Struggle
6.66,6.491,7805,6199,Fearsome Floors
7.41,6.490,94104,1024,Omen: A Reign of War
6.80,6.490,21920,3228,Leonardo da Vinci
6.66,6.489,394,6055,Kahuna
7.27,6.488,165986,1228,Royals
7.05,6.488,157096,1724,Historia
7.07,6.487,38863,1587,Hab & Gut
6.76,6.487,242,4469,Junta
6.74,6.486,71836,3916,Onirim
6.92,6.486,168,2487,Empire Builder
6.90,6.481,594,2217,Sleuth
8.12,6.481,165872,603,Liberty or Death: The American Insurrection
6.97,6.480,5206,2256,Ogre
7.31,6.479,191300,1153,Archaeology: The New Expedition
7.21,6.477,144529,1339,Theseus: The Dark Orbit
6.75,6.477,173090,3547,The Game (2015)
7.26,6.476,87890,1192,Prêt-à-Porter
6.90,6.476,70,2166,Big City
6.67,6.476,131366,5126,Eight-Minute Empire
6.71,6.476,148951,4619,Tiny Epic Kingdoms
6.93,6.475,29937,1946,König von Siam
7.56,6.474,179275,1012,One Deck Dungeon
7.01,6.474,35435,1715,Nefertiti
7.37,6.473,142852,1159,DC Comics Deck-Building Game: Heroes Unite
7.54,6.472,84,881,Rommel in the Desert
7.26,6.472,141423,1321,Dead Men Tell No Tales
7.37,6.469,42124,1055,Dungeon Twister 2: Prison
6.79,6.469,31497,2869,Oregon
7.56,6.469,168998,865,Marvel Dice Masters: Age of Ultron
6.99,6.468,107255,1795,Evo (second edition)
7.21,6.468,104955,1237,Antike Duellum
6.86,6.468,131325,2412,Timeline: Diversity
6.83,6.467,158900,2683,Samurai Spirit
7.33,6.462,620,1057,We the People
7.15,6.462,172381,1310,My Village
6.87,6.462,149155,2456,Dead Man's Draw
6.85,6.461,143185,2516,Smash Up: The Obligatory Cthulhu Set
6.75,6.461,39339,3321,Android
7.17,6.460,2393,1489,Xiangqi
7.03,6.459,37358,1543,Founding Fathers
7.81,6.459,193949,795,Star Trek: Ascendancy
7.14,6.458,71906,1418,Castaways
6.75,6.458,34887,3483,Revolution!
7.17,6.457,91984,1237,Québec
7.01,6.455,111417,1655,The Great Heartland Hauling Co.
6.98,6.454,36522,1742,2 de Mayo
6.97,6.454,92190,2183,Super Dungeon Explore
7.49,6.453,175223,884,Valley of the Kings: Afterlife
7.24,6.453,138233,1222,Ascension: Rise of Vigil
7.52,6.453,37141,826,Time's Up! Deluxe
7.06,6.452,73,1479,Show Manager
6.98,6.452,14254,1703,PitchCar Mini
7.15,6.452,113636,1271,Edo
7.31,6.451,1662,1075,"Napoleon: The Waterloo Campaign, 1815"
6.87,6.450,204,2082,Stephenson's Rocket
7.23,6.450,3565,1373,Mordheim: City of the Damned
6.95,6.448,21954,1762,Perikles
6.88,6.447,3228,2052,Pueblo
6.82,6.446,201,2380,The Rose King
8.04,6.445,125752,612,Race! Formula 90
6.96,6.445,56931,1742,Arena: Roma II
8.51,6.445,179803,504,Arcadia Quest: Inferno
6.69,6.444,199,3709,Manhattan
8.02,6.442,182340,624,Star Trek: Frontiers
6.91,6.441,38992,1886,Royal Palace
7.26,6.440,122842,1132,Exodus: Proxima Centauri
6.91,6.438,8129,1863,Sluff Off!
6.69,6.437,624,4308,Quoridor
7.12,6.436,178054,1311,A Study in Emerald (second edition)
6.60,6.436,2987,7181,Pirate's Cove
7.53,6.436,172220,964,Dungeons & Dragons: Temple of Elemental Evil Board Game
6.54,6.435,116,15400,Guillotine
7.00,6.435,181810,1693,Kodama: The Tree Spirits
6.56,6.435,3955,19793,BANG!
7.12,6.435,1887,1474,Legend of the Five Rings
7.49,6.434,54361,906,Heroscape Master Set:  Battle for the Underdark
6.77,6.434,38386,2666,A Castle for All Seasons
6.72,6.433,10093,5260,Axis & Allies
7.23,6.433,2808,1201,The Russian Campaign
7.03,6.433,136280,1482,La Boca
7.44,6.433,55829,1131,Axis & Allies Pacific 1940
8.45,6.432,131111,545,Codex: Card-Time Strategy – Deluxe Set
7.40,6.432,23679,902,Warriors of God
6.71,6.430,1829,5748,Risk 2210 A.D.
7.09,6.429,75476,1294,Inca Empire
7.06,6.429,157,1562,Eurorails
6.94,6.429,168609,1752,"Artifacts, Inc."
7.01,6.428,86246,1514,Drum Roll
6.98,6.425,9910,1695,Wings of War: Watch Your Back!
6.90,6.425,33451,2117,The Red Dragon Inn 2
7.14,6.424,2961,1191,Confusion:  Espionage and Deception in the Cold War
7.97,6.424,40209,601,RAF: The Battle of Britain 1940
6.99,6.422,36811,1490,The Princes of Machu Picchu
7.79,6.422,179172,863,Unfair
6.91,6.422,128442,2187,Relic
6.99,6.422,237,1697,Wooden Ships & Iron Men
7.69,6.422,122240,749,Last Night on Earth: Timber Peak
7.10,6.421,63543,1384,Horus Heresy (2010)
6.71,6.421,986,3226,Babel
6.85,6.418,28089,1959,Château Roquefort
6.81,6.416,99975,2312,Timeline: Discoveries
6.58,6.416,8098,7964,Jungle Speed
6.89,6.415,232,2094,Serenissima (first edition)
6.75,6.414,3931,2876,Mare Nostrum
6.97,6.413,177524,1679,Ice Cool
7.07,6.411,18745,1396,Sun Tzu
7.09,6.411,111105,1294,Agents of SMERSH
7.05,6.410,194880,1469,Dream Home
7.27,6.410,168788,1073,Rum & Bones
6.69,6.410,4396,3328,Odin's Ravens
7.95,6.409,65564,614,Hornet Leader: Carrier Air Operations
7.98,6.409,102435,555,Navajo Wars
7.25,6.409,172385,978,Porta Nigra
6.99,6.407,24703,1662,Heroscape Marvel: The Conflict Begins
6.63,6.407,119,4001,Kingdoms
6.64,6.406,494,3834,Ave Caesar
7.15,6.406,15953,1264,Wings of War: Burning Drachens
6.86,6.403,116954,1925,Indigo
6.93,6.403,25224,1645,Hermagor
7.49,6.403,81640,763,Florenza
6.66,6.402,361,3610,Hare & Tortoise
6.92,6.400,1568,2100,Space Crusade
6.99,6.400,38545,1432,Kamisado
6.67,6.400,24742,3396,Cold War: CIA vs KGB
7.43,6.399,200954,828,Fields of Green
7.41,6.399,15839,846,Bonaparte at Marengo
7.78,6.399,179460,638,Stronghold (2nd edition)
7.28,6.399,31552,1011,Wings of War: Deluxe Set
6.94,6.397,32666,1598,Wealth of Nations
6.62,6.397,43868,4141,The Adventurers: The Temple of Chac
7.60,6.396,39217,726,Fighting Formations: Grossdeutschland Motorized Infantry Division
7.27,6.396,2065,1127,Shogi
6.51,6.395,438,10395,Scotland Yard
7.11,6.395,71074,1209,Expedition: Northwest Passage
6.71,6.395,123096,2724,Space Cadets
7.83,6.394,149951,688,Warfighter: The Tactical Special Forces Card Game
6.71,6.394,15511,2682,Fjords
6.87,6.393,91620,1763,Pastiche
6.86,6.393,442,1867,Um Reifenbreite
7.97,6.393,144568,555,Dawn of the Zeds (Second edition)
6.66,6.393,925,3792,Werewolf
8.92,6.392,192135,449,Too Many Bones
6.55,6.391,915,6782,Mystery of the Abbey
6.53,6.391,13308,6621,Niagara
6.91,6.391,85005,1640,The Boss
6.76,6.391,17710,2741,Conquest of the Empire
6.78,6.391,1544,2361,Beyond Balderdash
6.70,6.391,31105,2782,Archaeology: The Card Game
6.70,6.390,12477,2915,Bootleggers
7.69,6.390,155255,672,Pax Pamir
6.74,6.390,619,2380,The Bottle Imp
6.90,6.389,2570,1671,Atlantic Star
7.26,6.389,191876,981,Ulm
6.89,6.388,67239,1767,Catan Histories: Settlers of America – Trails to Rails
7.05,6.387,73316,1278,Magnum Sal
8.10,6.387,21133,541,Infinity
6.99,6.387,180852,1635,Tiny Epic Western
6.54,6.387,15818,6495,Pickomino
7.16,6.386,135779,1083,A Fake Artist Goes to New York
6.82,6.386,141736,1965,Sail to India
6.96,6.386,63759,1453,Seeland
6.60,6.386,32125,4079,Felix: The Cat in the Sack
6.92,6.386,171011,1572,Favor of the Pharaoh
6.98,6.385,144239,1411,Impulse
7.70,6.385,157026,681,Ascension: Realms Unraveled
6.92,6.385,82168,1696,Escape from the Aliens in Outer Space
6.75,6.384,35503,2177,Ra: The Dice Game
6.93,6.382,85036,1486,20th Century
7.24,6.381,180040,1029,Villages of Valeria
7.51,6.380,41749,700,American Rails
6.62,6.380,28259,4069,Cutthroat Caverns
6.98,6.380,6779,1391,The Ark of the Covenant
7.55,6.379,166857,723,Antike II
6.53,6.378,2397,8976,Backgammon
7.17,6.378,46396,1046,Ubongo 3D
6.94,6.378,179303,1623,Cthulhu Realms
7.42,6.377,424,809,1870
6.67,6.377,19526,2948,Elasund: The First City
7.63,6.377,31759,728,Battletech Introductory Box Set
6.83,6.374,145189,1901,Timeline: Music & Cinema
6.86,6.374,118174,1777,Compounded
6.87,6.374,165950,1673,Beasty Bar
6.82,6.373,114031,1828,Copycat
6.80,6.372,153064,2010,Good Cop Bad Cop
7.57,6.370,12166,716,Funkenschlag
7.11,6.370,167513,1208,Barony
6.56,6.370,4636,4374,Clans
6.85,6.368,40769,1717,Valdora
6.69,6.367,13551,2568,Oltre Mare
7.36,6.367,9215,842,Revolution: The Dutch Revolt 1568-1648
7.22,6.367,169611,1037,Love Letter: The Hobbit – The Battle of the Five Armies
6.83,6.366,31624,1734,League of Six
7.16,6.366,195544,1061,Tides of Madness
7.39,6.366,181524,983,Masmorra: Dungeons of Arcadia
7.14,6.365,128898,1056,New Amsterdam
7.17,6.365,8481,1025,Crusader Rex
7.57,6.364,2251,806,Strat-O-Matic Baseball
6.78,6.364,34707,1967,The Hanging Gardens
7.37,6.364,175307,910,Adventure Time Love Letter
7.46,6.364,25277,755,Richard III: The Wars of the Roses
6.62,6.363,124172,3613,Tsuro of the Seas
6.76,6.362,8190,2078,The Bridges of Shangri-La
6.84,6.362,903,1664,Hamsterrolle
6.93,6.362,5781,1414,"Edel, Stein & Reich"
7.03,6.361,89910,1336,"Run, Fight, or Die!"
7.25,6.361,165948,930,Mangrovia
6.57,6.360,27627,9478,Talisman (Revised 4th Edition)
7.00,6.360,22348,1337,Duplik
7.81,6.359,42673,591,Field Commander: Napoleon
7.13,6.358,175293,1068,Trambahn
7.17,6.358,1442,1044,Victory in the Pacific
7.42,6.357,148601,789,1944: Race to the Rhine
6.82,6.357,12589,1684,Razzia!
6.55,6.357,929,5475,The Great Dalmuti
6.99,6.357,144826,1366,Zombie 15'
6.79,6.357,35761,1823,Sylla
8.02,6.357,22143,500,EastFront II
7.04,6.355,118536,1248,Police Precinct
7.36,6.355,180899,812,Ponzi Scheme
8.35,6.354,204305,441,Sherlock Holmes Consulting Detective: Jack the Ripper & West End Adventures
7.06,6.354,58110,1230,Horse Fever
6.97,6.354,66588,1296,Wits & Wagers Family
6.69,6.354,46255,2358,Campaign Manager 2008
6.63,6.353,340,2969,Frank's Zoo
6.65,6.353,16267,2848,Trans Europa
7.02,6.353,5072,1207,Carrom
6.76,6.352,120217,2241,City of Horror
6.79,6.352,62220,1797,Urban Sprawl
6.96,6.351,71882,1378,Conquest of Planet Earth: The Space Alien Game
8.03,6.351,195162,817,Plague Inc.: The Board Game
6.55,6.351,33154,4404,Wasabi!
6.77,6.350,68182,2074,Isla Dorada
6.66,6.349,40760,2467,Alea Iacta Est
6.67,6.349,16772,2702,Mall of Horror
6.99,6.349,117,1264,Ta Yü
6.63,6.348,118063,3135,Android: Infiltration
7.22,6.348,3353,980,World War II: Barbarossa to Berlin
6.91,6.348,66214,1411,Samarkand: Routes to Riches
